City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,newnham,-41.3833,147.1333,30.53,37,10,4.12,AU,1741574068
367,ponnani,10.767,75.9252,26.74,56,36,4.36,IN,1741574069
368,castellammare del golfo,38.0188,12.8858,18.62,71,9,6.1,IT,1741573839
369,novodvinsk,64.4165,40.8122,-10.14,99,98,1.35,RU,1741574071
370,khartoum,15.5518,32.5324,22.3,21,2,5.64,SD,1741574072
371,porbandar,21.6422,69.6093,27.49,42,1,3.31,IN,1741574074
372,bode saadu,8.9333,4.7833,29.39,64,99,2.98,NG,1741574075
373,al wajh,26.2455,36.4525,17.97,68,0,2.57,SA,1741574076
374,antofagasta,-23.65,-70.4,19.6,78,0,1.61,CL,1741573760
375,nagqu,31.5,92.0,1.0,20,43,5.05,CN,1741574079
376,flin flon,54.7682,-101.865,-15.93,93,100,3.32,CA,1741574080
377,holualoa,19.6228,-155.9522,24.35,70,75,2.57,US,1741574081
378,tyul'gan,52.3405,56.166,-1.19,99,100,5.93,RU,1741574083
379,onega,63.9061,38.1404,-8.75,99,100,1.79,RU,1741574084
380,polyarnyy,69.1989,33.4478,-8.65,100,99,3.93,RU,1741573984
381,kosonsoy,41.2561,71.5508,7.1,41,100,2.44,UZ,1741574087
382,wotho,10.1657,166.0102,27.18,75,100,8.93,MH,1741574088
383,juliaca,-15.5,-70.1333,7.37,84,100,1.21,PE,1741574031
384,sola,-13.8833,167.55,27.23,78,76,4.49,VU,1741574091
385,goz beida,13.95,20.55,23.67,20,97,3.61,TD,1741574092
386,ha'il,27.5219,41.6907,10.01,71,0,1.03,SA,1741574093
387,maragogi,-9.0122,-35.2225,25.98,75,100,2.85,BR,1741574094
388,chipinge,-20.1883,32.6236,16.9,86,90,0.92,ZW,1741574095
389,steinkjer,64.193,11.3851,-4.74,96,100,1.4,NO,1741574096
390,pailon,-17.65,-62.75,20.88,79,100,4.98,BO,1741574097
391,viedma,-40.8135,-62.9967,18.63,43,37,11.23,AR,1741574098
392,kampong thom,12.7111,104.8887,32.13,44,80,6.7,KH,1741574099
393,howard springs,-12.497,131.047,33.32,79,71,0.94,AU,1741574100
394,nago,26.5881,127.9761,21.83,74,32,4.69,JP,1741574101
395,la passe,45.5549,-0.8967,8.29,91,57,3.73,FR,1741574102
396,bothaville,-27.3887,26.617,17.09,82,22,1.06,ZA,1741574103
397,sovetskaya gavan',48.9723,140.2878,-0.49,75,58,2.94,RU,1741574104
398,khodzha-maston,38.7446,68.627,3.68,92,100,1.41,TJ,1741574105
399,karaidel',55.8337,56.9069,-1.18,98,100,4.87,RU,1741574106
400,la mira,18.035,-102.3266,24.69,74,63,1.42,MX,1741574107
401,paracuru,-3.41,-39.0306,23.08,98,100,2.81,BR,1741574108
402,ola,59.5833,151.2833,-16.0,59,100,3.55,RU,1741573983
403,dalandzadgad,43.5708,104.425,8.12,20,95,4.5,MN,1741574111
404,taulaga,-11.0553,-171.0883,28.22,73,73,4.55,AS,1741574112
405,khanabad,36.6825,69.1156,11.2,92,100,0.52,AF,1741574114
406,taroa,8.7058,171.2275,26.78,79,10,9.83,MH,1741574115
407,katsuura,35.1333,140.3,10.37,36,0,1.63,JP,1741574116
408,realico,-35.0366,-64.2447,13.06,74,0,3.74,AR,1741574117
409,galle,6.0367,80.217,26.44,76,100,3.52,LK,1741574118
410,ulladulla,-35.35,150.4667,27.23,59,0,8.01,AU,1741574119
411,jinka,5.65,36.65,17.17,86,99,1.39,ET,1741574120
412,la carlota,10.4233,122.9208,31.67,49,51,2.95,PH,1741574121
413,berdigestyakh,62.0989,126.6992,-22.43,91,100,2.74,RU,1741574122
414,primorsk,46.7348,36.3443,5.22,77,100,6.16,UA,1741574123
415,archangelos,36.2149,28.1149,11.99,88,0,2.4,GR,1741574124
416,kattivakkam,13.2167,80.3167,28.96,64,82,4.51,IN,1741574125
417,lagos,6.5833,3.75,27.35,85,94,2.18,NG,1741574126
418,itoman,26.1247,127.6694,24.01,67,20,6.17,JP,1741574127
419,olinda,-8.0089,-34.8553,27.85,74,40,4.63,BR,1741573865
420,togur,58.3631,82.8265,-12.41,94,92,3.1,RU,1741574129
421,wanning,18.8003,110.3967,23.18,86,99,3.75,CN,1741574130
422,rosario do sul,-30.2583,-54.9142,17.37,58,1,4.7,BR,1741574132
423,chibougamau,49.9168,-74.3659,-15.21,85,20,1.03,CA,1741573939
424,tamanrasset,22.785,5.5228,17.95,52,40,2.57,DZ,1741574134
425,port douglas,-16.4833,145.4667,30.01,68,25,3.4,AU,1741574135
426,el nido,11.1858,119.3956,28.93,73,60,8.23,PH,1741574136
427,salekhard,66.53,66.6019,-35.07,100,83,1.22,RU,1741574137
428,nilsia,63.2,28.0833,-3.08,98,100,1.2,FI,1741574138
429,kone,-21.0595,164.8658,29.98,47,52,2.16,NC,1741574139
430,prado,-17.3411,-39.2208,24.6,80,0,2.76,BR,1741574140
431,raja,8.4596,25.678,21.56,25,99,1.84,SS,1741574141
432,shimonoseki,33.95,130.95,10.0,71,0,1.54,JP,1741574142
433,quang ngai,15.1167,108.8,22.25,93,100,1.71,VN,1741574143
434,antsiranana,-12.2787,49.2917,24.94,90,100,5.58,MG,1741574144
435,koh kong,11.6175,102.9806,30.87,53,6,0.84,KH,1741574145
436,kondratovo,57.9804,56.1066,-2.84,93,75,2.0,RU,1741574146
437,kokpekty,48.75,82.4,-12.3,92,93,1.98,KZ,1741574132
438,east london,-33.0153,27.9116,20.02,86,100,8.45,ZA,1741574148
439,crane,31.3974,-102.3501,12.32,24,0,0.98,US,1741574094
440,palmer,42.1584,-72.3287,0.75,60,0,0.0,US,1741574150
441,jamsankoski,61.919,25.1701,-0.73,98,100,3.47,FI,1741574151
442,jiaojiang,28.6803,121.4428,15.36,73,98,0.91,CN,1741574153
443,blenheim,-41.516,173.9528,21.96,57,39,1.34,NZ,1741574154
444,dapa,9.7594,126.0531,26.76,82,100,4.31,PH,1741574155
445,mejit,10.2753,170.8646,26.82,76,63,9.57,MH,1741574156
446,borazjan,29.2666,51.2159,17.78,71,0,1.08,IR,1741574157
447,wainwright,52.839,-110.8572,-2.48,97,100,3.91,CA,1741574158
448,tonekabon,36.8163,50.8738,8.97,91,97,1.02,IR,1741574159
449,champoton,19.35,-90.7167,25.32,89,0,2.55,MX,1741574160
450,nishinoomote,30.7333,131.0,16.31,58,75,4.12,JP,1741574161
451,umarkot,25.3616,69.7362,29.26,19,98,2.57,PK,1741574162
452,nyurba,63.2842,118.3319,-26.08,95,100,0.69,RU,1741574163
453,saimbeyli,37.9863,36.0906,1.07,90,94,2.27,TR,1741574164
454,kaihua,23.3687,104.28,17.71,64,80,4.98,CN,1741574165
455,mazagao,-0.115,-51.2894,22.54,99,100,0.51,BR,1741574166
456,berezovyy,51.6667,135.7,-4.27,81,100,1.57,RU,1741574167
457,shizunai-furukawacho,42.3339,142.3669,2.91,55,11,6.58,JP,1741574168
458,kuala lipis,4.1842,102.0468,28.04,76,98,0.8,MY,1741574169
459,mabaruma,8.2,-59.7833,21.31,99,72,0.57,GY,1741574170
460,gobabis,-22.45,18.9667,18.23,79,17,2.53,NA,1741574171
461,sisimiut,66.9395,-53.6735,-0.1,76,97,13.71,GL,1741574173
462,puerto madero,14.7208,-92.4215,26.11,89,40,0.0,MX,1741574174
463,copala,16.65,-98.9833,24.54,74,0,0.67,MX,1741574175
464,hassi messaoud,31.6804,6.0729,16.92,34,5,2.06,DZ,1741574176
465,kuta,-8.7233,115.1723,28.97,89,20,1.54,ID,1741574177
466,aligudarz,33.4006,49.6949,2.98,85,15,2.09,IR,1741574178
467,riverton,40.5219,-111.9391,10.57,47,0,4.92,US,1741574179
468,nemuro,43.3236,145.575,-1.7,57,0,3.42,JP,1741574180
469,antalaha,-14.9003,50.2788,24.0,93,100,1.91,MG,1741574181
470,aral,40.5156,81.2636,9.51,32,98,2.32,CN,1741574182
471,nabire,-3.3667,135.4833,28.45,72,100,3.33,ID,1741574183
472,grand falls-windsor,48.9332,-55.6649,-6.94,85,18,3.97,CA,1741574184
473,puerto lempira,15.2667,-83.7667,23.8,84,16,3.91,HN,1741574185
474,andergrove,-21.0833,149.1833,27.84,79,24,4.66,AU,1741574186
475,ewo,-0.8725,14.8206,23.73,84,90,1.21,CG,1741574187
476,lata,40.1629,-8.3327,10.83,71,100,3.1,PT,1741574188
477,fort abbas,29.1925,72.8536,23.66,24,95,3.7,PK,1741574189
478,zarghun shahr,32.8473,68.4457,7.52,75,100,2.06,AF,1741574190
479,solhan,38.9634,41.0293,-2.08,71,24,2.0,TR,1741574191
480,east ballina,-28.8667,153.5833,24.63,78,100,5.34,AU,1741574193
481,enshi,30.3,109.4833,14.59,70,7,0.52,CN,1741574194
482,shahrud,36.4182,54.9763,3.8,78,8,2.06,IR,1741574195
483,rock springs,41.5875,-109.2029,2.9,61,35,2.24,US,1741573992
484,afaahiti,-17.75,-149.2833,26.28,78,100,5.59,PF,1741574197
485,fisterra,42.9049,-9.2629,11.32,69,35,9.4,ES,1741574198
486,hammerfest,70.6634,23.6821,-1.75,86,75,6.17,NO,1741574199
487,villa gesell,-37.2639,-56.973,14.49,61,2,1.71,AR,1741574200
488,guadalupe,25.6833,-100.25,19.73,23,0,0.0,MX,1741574201
489,igarka,67.4667,86.5833,-28.16,85,11,2.31,RU,1741574202
490,great falls,47.5002,-111.3008,11.49,28,0,7.72,US,1741574203
491,harstad,68.799,16.5293,-2.69,88,100,2.24,NO,1741574204
492,ylitornio,66.3089,23.6773,-7.59,100,100,0.44,FI,1741574205
493,jayapura,-2.5333,140.7,30.66,92,100,1.79,ID,1741573717
494,port sudan,19.6175,37.2164,20.21,61,0,3.82,SD,1741574207
495,el granada,37.5027,-122.4694,13.38,68,0,0.0,US,1741574208
496,champerico,14.3,-91.9167,27.51,73,61,4.64,GT,1741574209
497,baruun-urt,46.6806,113.2792,2.04,26,0,6.46,MN,1741574210
498,usinsk,65.9939,57.5281,-25.34,100,66,1.01,RU,1741574115
499,mossel bay,-34.1831,22.146,15.96,75,100,4.56,ZA,1741574060
500,puerto baquerizo moreno,-0.9,-89.6,26.96,77,100,1.97,EC,1741574214
501,kavaratti,10.5669,72.642,28.38,68,99,3.1,IN,1741574215
502,iquitos,-3.7481,-73.2472,24.02,94,0,0.51,PE,1741574216
503,nikolayevsk-on-amure,53.1406,140.73,-2.07,75,24,1.46,RU,1741574217
504,miyako,39.6367,141.9525,6.79,41,2,4.73,JP,1741574218
505,tome acu,-2.4189,-48.1522,22.77,99,100,0.77,BR,1741574219
506,rawson,-43.3002,-65.1023,17.16,48,0,1.54,AR,1741574221
507,morant bay,17.8815,-76.4093,24.59,86,5,3.89,JM,1741574222
508,cidreira,-30.1811,-50.2056,21.9,69,99,5.7,BR,1741574223
509,imbituba,-28.24,-48.6703,20.48,93,100,5.19,BR,1741574224
510,al jawf,29.5,38.75,12.59,68,96,0.47,SA,1741574225
511,tingo maria,-9.2895,-76.0088,20.58,99,100,0.82,PE,1741574226
512,suva,-18.1416,178.4415,26.71,83,75,2.57,FJ,1741574227
513,dali,25.7,100.1833,17.11,30,0,2.44,CN,1741574228
514,murzuq,25.9155,13.9184,19.55,28,54,4.38,LY,1741574229
515,karratha,-20.7377,116.8463,34.47,39,19,4.47,AU,1741574230
516,tambopata,-12.7333,-69.1833,22.63,99,100,0.69,PE,1741574231
517,trevelin,-43.0858,-71.4639,10.36,85,100,3.4,AR,1741574232
518,uyuni,-20.4597,-66.825,9.59,68,100,2.43,BO,1741574233
519,kanniyakumari,8.0833,77.5667,27.13,61,89,9.41,IN,1741574234
520,at taj,24.2049,23.2857,15.6,37,0,4.19,LY,1741574235
521,acarau,-2.8856,-40.12,23.66,93,100,3.26,BR,1741574236
522,hastings,50.8552,0.5729,11.55,81,100,2.63,GB,1741574237
523,camana,-16.6228,-72.7111,21.85,84,30,2.33,PE,1741574238
524,rongelap,11.1635,166.8941,26.98,76,73,8.9,MH,1741574239
525,kenai,60.5544,-151.2583,3.34,72,0,3.09,US,1741574241
526,gazojak,41.1875,61.4036,2.8,60,0,2.65,TM,1741574242
527,namtsy,62.7161,129.6658,-19.9,93,100,3.02,RU,1741574243
528,nangomba,-10.9,38.5,23.28,84,100,1.78,TZ,1741574244
529,madugula,17.9167,82.8,26.18,34,0,1.68,IN,1741574246
530,margate,51.3813,1.3862,5.94,86,100,3.69,GB,1741574247
531,pandan,14.0453,124.1694,26.45,88,100,6.75,PH,1741574249
532,tughyl,47.7252,84.2063,-4.62,88,100,4.56,KZ,1741574250
533,isla mujeres,21.2311,-86.731,27.27,84,0,6.24,MX,1741574251
534,tateyama,34.9833,139.8667,10.27,46,0,2.0,JP,1741574252
535,camayenne,9.535,-13.6878,25.05,94,75,2.06,GN,1741574253
536,zouerate,22.7187,-12.4521,16.5,47,2,4.64,MR,1741574254
537,brookings,44.3114,-96.7984,9.54,47,0,1.54,US,1741574255
538,ostersund,63.1792,14.6357,-2.44,100,100,2.24,SE,1741574256
539,veinticinco de mayo,-35.4323,-60.1727,12.21,89,0,0.89,AR,1741574257
540,fuyang,32.9,115.8167,15.41,61,4,3.01,CN,1741574258
541,nikel,69.4128,30.222,-12.35,99,100,2.63,RU,1741574260
542,pelabuhanratu,-6.9875,106.5514,29.43,72,100,1.0,ID,1741574261
543,brisas de zicatela,15.8369,-97.0419,28.29,78,40,2.57,MX,1741574262
544,sirte,31.2089,16.5887,17.2,65,0,6.06,LY,1741574263
545,leshan,29.5623,103.7639,14.96,67,72,0.77,CN,1741574229
546,ambodifotatra,-16.9833,49.85,26.56,76,95,0.71,MG,1741574265
547,bandarbeyla,9.4942,50.8122,24.82,85,15,3.16,SO,1741574266
548,padang,-0.9492,100.3543,28.03,67,67,1.26,ID,1741573722
549,mili,6.0815,171.735,27.57,76,13,9.73,MH,1741574269
550,kaspiysk,42.8816,47.6392,6.1,100,100,1.0,RU,1741574270
551,sao vicente,-23.9631,-46.3919,24.43,26,0,1.6,BR,1741574271
552,duong dong,10.2167,103.9667,31.0,62,20,3.6,VN,1741574272
553,port shepstone,-30.7414,30.455,24.46,89,6,5.2,ZA,1741574273
554,pontian kechil,1.4866,103.3896,28.77,76,85,2.01,MY,1741574274
555,sur,22.5667,59.5289,25.34,48,93,1.44,OM,1741574275
556,saba,15.4667,-86.25,24.09,82,34,1.42,HN,1741574276
557,langarud,37.197,50.1535,9.17,86,94,1.1,IR,1741574278
558,yeed,4.55,43.0333,25.59,56,93,5.11,SO,1741574279
559,rikaze,29.25,88.8833,5.6,21,0,1.42,CN,1741574280
560,cam ranh,11.9214,109.1591,26.98,74,75,3.6,VN,1741574281
561,ziro,27.6333,93.8333,14.84,46,1,1.33,IN,1741574282
562,mokwa,9.2833,5.05,28.95,59,100,1.11,NG,1741574283
563,wittstock,53.1612,12.4829,5.86,80,0,1.36,DE,1741574284
564,ponta delgada,37.7333,-25.6667,13.4,88,75,1.03,PT,1741574285
565,puerto deseado,-47.7503,-65.8938,16.35,53,100,8.68,AR,1741574286
566,usogorsk,63.4106,48.6872,-10.14,98,93,1.14,RU,1741574287
567,vila do maio,15.1333,-23.2167,20.42,78,24,7.94,CV,1741574288
568,shimoda,34.6667,138.95,10.93,54,25,3.53,JP,1741574289
569,sitangkai,4.6628,119.3928,27.57,79,100,4.65,PH,1741574290
